Local time,Open,High,Low,Close,Volume
08.09.2024 23:00:00.000 GMT+0200,1.10847,1.10912,1.10338,1.10349,196252.3284
09.09.2024 23:00:00.000 GMT+0200,1.10350,1.10498,1.10153,1.10199,150581.9489
10.09.2024 23:00:00.000 GMT+0200,1.10202,1.10550,1.10021,1.10123,262630.7703999999
11.09.2024 23:00:00.000 GMT+0200,1.10123,1.10752,1.10056,1.10748,243725.19109999997
12.09.2024 23:00:00.000 GMT+0200,1.10754,1.11020,1.10706,1.10758,236175.16109999994
15.09.2024 23:00:00.000 GMT+0200,1.10845,1.11376,1.10764,1.11331,180526.5791
16.09.2024 23:00:00.000 GMT+0200,1.11333,1.11464,1.11110,1.11140,227951.49820000003
17.09.2024 23:00:00.000 GMT+0200,1.11141,1.11892,1.10970,1.11191,298349.9852
18.09.2024 23:00:00.000 GMT+0200,1.11196,1.11790,1.10685,1.11617,362575.4535
19.09.2024 23:00:00.000 GMT+0200,1.11628,1.11820,1.11362,1.11641,269617.598
22.09.2024 23:00:00.000 GMT+0200,1.11661,1.11682,1.10834,1.11115,256878.0602
23.09.2024 23:00:00.000 GMT+0200,1.11122,1.11812,1.11035,1.11800,244222.7122
24.09.2024 23:00:00.000 GMT+0200,1.11805,1.12142,1.11217,1.11333,276083.38850000006
25.09.2024 23:00:00.000 GMT+0200,1.11334,1.11894,1.11259,1.11772,246207.03960000002
26.09.2024 23:00:00.000 GMT+0200,1.11775,1.12032,1.11249,1.11662,316096.12980000005
29.09.2024 23:00:00.000 GMT+0200,1.11656,1.12091,1.11138,1.11351,288587.2787
30.09.2024 23:00:00.000 GMT+0200,1.11358,1.11442,1.10460,1.10682,253456.94989999974
01.10.2024 23:00:00.000 GMT+0200,1.10684,1.10830,1.10328,1.10453,233212.71010000008
02.10.2024 23:00:00.000 GMT+0200,1.10454,1.10500,1.10085,1.10314,260132.34000000005
03.10.2024 23:00:00.000 GMT+0200,1.10314,1.10397,1.09514,1.09761,239665.04989999993
06.10.2024 23:00:00.000 GMT+0200,1.09692,1.09871,1.09544,1.09766,234424.53999999978
07.10.2024 23:00:00.000 GMT+0200,1.09773,1.09972,1.09611,1.09813,252180.4799999999
08.10.2024 23:00:00.000 GMT+0200,1.09818,1.09840,1.09364,1.09399,201917.7400000002
09.10.2024 23:00:00.000 GMT+0200,1.09402,1.09553,1.09001,1.09351,294462.9501000002
10.10.2024 23:00:00.000 GMT+0200,1.09386,1.09540,1.09262,1.09385,196858.90999999995
13.10.2024 23:00:00.000 GMT+0200,1.09337,1.09367,1.08883,1.09096,168592.74999999988
14.10.2024 23:00:00.000 GMT+0200,1.09095,1.09168,1.08821,1.08942,209735.86000000002
15.10.2024 23:00:00.000 GMT+0200,1.08942,1.09016,1.08535,1.08624,191988.23000000004
16.10.2024 23:00:00.000 GMT+0200,1.08626,1.08740,1.08112,1.08320,248539.99000000037
17.10.2024 23:00:00.000 GMT+0200,1.08322,1.08697,1.08254,1.08668,225535.77999999997
20.10.2024 23:00:00.000 GMT+0200,1.08627,1.08719,1.08112,1.08158,206602.76999999981
21.10.2024 23:00:00.000 GMT+0200,1.08166,1.08382,1.07942,1.07949,5089.0834227007235
